latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-27.77594,-59.52451,314.35,1.02,1.01,2025-08-01,1900,Aqua,MODIS,73,6.1NRT,284.88,10.8,D
-26.97313,-54.59389,310.8,1.4,1.17,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,293.04,13.25,D
-27.55727,-58.20963,310.59,1,1,2025-08-01,1900,Aqua,MODIS,68,6.1NRT,295.44,7.91,D
-27.55875,-58.21956,312.08,1,1,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,295.15,8.97,D
-27.69702,-59.2969,305.94,1.01,1.01,2025-08-01,1900,Aqua,MODIS,56,6.1NRT,293.75,4.18,D
-27.73204,-59.61193,318.16,1.02,1.01,2025-08-01,1900,Aqua,MODIS,77,6.1NRT,280.93,15.01,D
-27.38812,-57.81641,343.5,1.02,1.01,2025-08-01,1900,Aqua,MODIS,93,6.1NRT,288.96,49.17,D
-27.38965,-57.82644,324.01,1.02,1.01,2025-08-01,1900,Aqua,MODIS,82,6.1NRT,286.22,20.84,D
-27.59456,-59.4138,306.66,1.02,1.01,2025-08-01,1900,Aqua,MODIS,59,6.1NRT,291.65,4.53,D
-27.58425,-59.40533,304.36,1.01,1.01,2025-08-01,1900,Aqua,MODIS,47,6.1NRT,290.85,3.08,D
-27.58566,-59.41539,306.49,1.02,1.01,2025-08-01,1900,Aqua,MODIS,59,6.1NRT,291.12,4.45,D
-28.09359,-64.03289,340.77,1.72,1.29,2025-08-01,1900,Aqua,MODIS,86,6.1NRT,295.21,88.35,D
-28.09544,-64.05009,328.79,1.72,1.29,2025-08-01,1900,Aqua,MODIS,63,6.1NRT,294.63,50.18,D
-28.08217,-64.03442,339.83,1.72,1.29,2025-08-01,1900,Aqua,MODIS,85,6.1NRT,295.49,84.46,D
-27.5445,-59.71997,301.84,1.03,1.01,2025-08-01,1900,Aqua,MODIS,20,6.1NRT,278.5,5.06,D
-27.5308,-59.75374,302.26,1.03,1.01,2025-08-01,1900,Aqua,MODIS,38,6.1NRT,271.13,5.75,D
-27.53221,-59.76396,307.17,1.03,1.01,2025-08-01,1900,Aqua,MODIS,47,6.1NRT,269.37,8.85,D
-27.32283,-58.73978,309.86,1,1,2025-08-01,1900,Aqua,MODIS,48,6.1NRT,285.99,8.12,D
-27.32427,-58.74966,305.44,1,1,2025-08-01,1900,Aqua,MODIS,47,6.1NRT,285.85,5.58,D
-28.10489,-65.13469,309.46,2.05,1.39,2025-08-01,1900,Aqua,MODIS,60,6.1NRT,295.78,11.07,D
-27.2949,-58.7348,307.48,1,1,2025-08-01,1900,Aqua,MODIS,36,6.1NRT,290.49,5.2,D
-27.27467,-58.7351,311.14,1,1,2025-08-01,1900,Aqua,MODIS,0,6.1NRT,292.16,7.77,D
-27.53063,-61.32761,311.5,1.17,1.08,2025-08-01,1900,Aqua,MODIS,54,6.1NRT,292.39,7.88,D
-27.95146,-65.16666,312.24,2.05,1.39,2025-08-01,1900,Aqua,MODIS,47,6.1NRT,295.79,14.43,D
-27.93908,-65.16826,314.38,2.05,1.39,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,295.66,19.66,D
-27.11832,-58.92833,307.47,1,1,2025-08-01,1900,Aqua,MODIS,63,6.1NRT,289.02,6.58,D
-27.72572,-64.00299,308.6,1.69,1.28,2025-08-01,1900,Aqua,MODIS,49,6.1NRT,293.15,10.03,D
-26.98713,-58.96828,306.84,1,1,2025-08-01,1900,Aqua,MODIS,61,6.1NRT,289.78,5.34,D
-26.98544,-59.01926,303.17,1,1,2025-08-01,1900,Aqua,MODIS,46,6.1NRT,288.92,3.66,D
-26.80299,-58.66046,309.44,1,1,2025-08-01,1900,Aqua,MODIS,40,6.1NRT,297.29,5.14,D
-26.79561,-58.67194,312.87,1,1,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,297.76,8.09,D
-27.59079,-65.31989,316.38,2.08,1.4,2025-08-01,1900,Aqua,MODIS,64,6.1NRT,295.34,22.93,D
-27.57833,-65.32141,321.44,2.08,1.4,2025-08-01,1900,Aqua,MODIS,79,6.1NRT,294.69,37.6,D
-27.58038,-65.34211,311.89,2.09,1.41,2025-08-01,1900,Aqua,MODIS,46,6.1NRT,294.86,13.23,D
-27.04909,-60.89075,337.38,1.11,1.05,2025-08-01,1900,Aqua,MODIS,89,6.1NRT,297.58,39.34,D
-27.05051,-60.9017,313.97,1.11,1.05,2025-08-01,1900,Aqua,MODIS,66,6.1NRT,297.45,8.12,D
-26.76981,-58.92931,307.01,1,1,2025-08-01,1900,Aqua,MODIS,27,6.1NRT,294.66,4.07,D
-26.76098,-58.93093,312.29,1,1,2025-08-01,1900,Aqua,MODIS,66,6.1NRT,294.76,8.25,D
-26.76241,-58.94077,308.23,1,1,2025-08-01,1900,Aqua,MODIS,59,6.1NRT,294.47,5.37,D
-26.59756,-58.3308,313.87,1.01,1,2025-08-01,1900,Aqua,MODIS,71,6.1NRT,297.77,8.8,D
-26.59905,-58.34068,321.57,1.01,1,2025-08-01,1900,Aqua,MODIS,79,6.1NRT,297.68,15.93,D
-27.42517,-65.20265,310.93,2.03,1.39,2025-08-01,1900,Aqua,MODIS,66,6.1NRT,286.58,14.09,D
-26.5607,-58.33318,311.5,1.01,1,2025-08-01,1900,Aqua,MODIS,67,6.1NRT,297.67,7.24,D
-26.94619,-61.14529,334.57,1.13,1.06,2025-08-01,1900,Aqua,MODIS,87,6.1NRT,302.55,34.32,D
-26.94765,-61.15646,314.08,1.13,1.06,2025-08-01,1900,Aqua,MODIS,66,6.1NRT,300.1,7.12,D
-27.42263,-65.20787,310.67,2.03,1.39,2025-08-01,1900,Aqua,MODIS,66,6.1NRT,286.29,14.41,D
-26.87772,-61.25469,322.94,1.14,1.06,2025-08-01,1900,Aqua,MODIS,78,6.1NRT,303.34,18.03,D
-26.45069,-58.46195,308.09,1,1,2025-08-01,1900,Aqua,MODIS,38,6.1NRT,297.29,4.3,D
-26.43448,-58.4751,346.22,1,1,2025-08-01,1900,Aqua,MODIS,94,6.1NRT,298.14,49.49,D
-26.42418,-58.46692,318.75,1,1,2025-08-01,1900,Aqua,MODIS,76,6.1NRT,297.52,12.46,D
-26.42712,-58.48659,312.7,1,1,2025-08-01,1900,Aqua,MODIS,24,6.1NRT,297.34,7.07,D
-26.42859,-58.49643,314.12,1,1,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,297.5,8.96,D
-26.66095,-61.22192,373.92,1.13,1.06,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,307.34,147.17,D
-26.6624,-61.23307,390.64,1.13,1.06,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,311.96,233.73,D
-26.34458,-59.1185,310.23,1,1,2025-08-01,1900,Aqua,MODIS,54,6.1NRT,297.42,5.41,D
-26.67393,-61.62628,325.84,1.18,1.08,2025-08-01,1900,Aqua,MODIS,81,6.1NRT,295.79,24.46,D
-26.67539,-61.63792,312.43,1.18,1.08,2025-08-01,1900,Aqua,MODIS,65,6.1NRT,295.47,8.37,D
-26.2908,-58.94273,314.03,1,1,2025-08-01,1900,Aqua,MODIS,69,6.1NRT,298.85,8.53,D
-26.29223,-58.95252,319.14,1,1,2025-08-01,1900,Aqua,MODIS,75,6.1NRT,299.32,12.94,D
-26.45546,-60.36517,318.83,1.05,1.02,2025-08-01,1900,Aqua,MODIS,74,6.1NRT,300.08,12.44,D
-26.20421,-58.90829,322.32,1,1,2025-08-01,1900,Aqua,MODIS,59,6.1NRT,298.57,16.05,D
-26.20565,-58.91808,310.68,1,1,2025-08-01,1900,Aqua,MODIS,59,6.1NRT,298.79,5.96,D
-26.58632,-62.07732,330.45,1.24,1.11,2025-08-01,1900,Aqua,MODIS,85,6.1NRT,287.67,36.45,D
-26.00659,-57.96937,309.16,1.02,1.01,2025-08-01,1900,Aqua,MODIS,60,6.1NRT,297.93,5.39,D
-26.07139,-58.3956,309.3,1.01,1,2025-08-01,1900,Aqua,MODIS,59,6.1NRT,298.86,4.86,D
-25.95998,-58.02504,309.86,1.02,1.01,2025-08-01,1900,Aqua,MODIS,61,6.1NRT,296.85,5.86,D
-25.9615,-58.03501,323.56,1.02,1.01,2025-08-01,1900,Aqua,MODIS,80,6.1NRT,297.01,18.29,D
-26.34278,-60.82475,309.7,1.08,1.04,2025-08-01,1900,Aqua,MODIS,55,6.1NRT,295.45,4.82,D
-26.37864,-61.23993,373.5,1.13,1.06,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,308.45,143.66,D
-26.38008,-61.251,372.07,1.13,1.06,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,309.62,137.84,D
-26.3322,-60.95776,322.76,1.1,1.04,2025-08-01,1900,Aqua,MODIS,78,6.1NRT,298.38,17.19,D
-26.33362,-60.96853,327.64,1.1,1.04,2025-08-01,1900,Aqua,MODIS,82,6.1NRT,298.72,23.31,D
-26.37072,-61.25251,350.11,1.13,1.06,2025-08-01,1900,Aqua,MODIS,95,6.1NRT,305.61,65.81,D
-26.07645,-59.50336,317.47,1.01,1,2025-08-01,1900,Aqua,MODIS,72,6.1NRT,296.38,10.94,D
-26.07786,-59.51321,316.68,1.01,1,2025-08-01,1900,Aqua,MODIS,71,6.1NRT,296.2,10.24,D
-26.11438,-59.77021,309.38,1.01,1.01,2025-08-01,1900,Aqua,MODIS,52,6.1NRT,297.34,4.62,D
-26.03941,-59.30859,320.2,1,1,2025-08-01,1900,Aqua,MODIS,76,6.1NRT,299.59,13.23,D
-26.0676,-59.50494,328.28,1.01,1,2025-08-01,1900,Aqua,MODIS,83,6.1NRT,297.27,21.43,D
-26.069,-59.51478,338.95,1.01,1,2025-08-01,1900,Aqua,MODIS,90,6.1NRT,298.12,36.72,D
-25.79093,-57.88889,310.36,1.03,1.01,2025-08-01,1900,Aqua,MODIS,63,6.1NRT,298.08,6.54,D
-26.30258,-61.5918,310.78,1.17,1.07,2025-08-01,1900,Aqua,MODIS,59,6.1NRT,292.4,6.93,D
-25.97983,-59.40539,322.77,1,1,2025-08-01,1900,Aqua,MODIS,78,6.1NRT,301.1,15.69,D
-25.98124,-59.4152,315.8,1,1,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,300.89,9.13,D
-25.97099,-59.40697,332.9,1,1,2025-08-01,1900,Aqua,MODIS,86,6.1NRT,301.3,26.72,D
-25.9724,-59.41677,345.95,1,1,2025-08-01,1900,Aqua,MODIS,94,6.1NRT,302.14,48.46,D
-26.0513,-60.10426,328.1,1.03,1.01,2025-08-01,1900,Aqua,MODIS,82,6.1NRT,294.42,22.97,D
-26.05269,-60.11433,308.18,1.03,1.01,2025-08-01,1900,Aqua,MODIS,37,6.1NRT,292.71,3.92,D
-25.72002,-58.33412,313.1,1.01,1.01,2025-08-01,1900,Aqua,MODIS,67,6.1NRT,295.81,8.59,D
-26.18357,-61.71665,327.73,1.18,1.08,2025-08-01,1900,Aqua,MODIS,60,6.1NRT,287.64,21.97,D
-26.18506,-61.72821,416.44,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,299.81,454.85,D
-26.18654,-61.73978,373.83,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,294.59,155.47,D
-26.17402,-61.71816,376.95,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,291.9,166.37,D
-26.17549,-61.72972,463.28,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,317.21,1130.16,D
-26.17697,-61.74129,374.92,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,296.53,159.71,D
-26.16446,-61.71967,383.66,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,295.65,202.4,D
-26.16593,-61.73122,421.79,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,306.26,508.19,D
-26.1674,-61.74279,348.58,1.18,1.08,2025-08-01,1900,Aqua,MODIS,95,6.1NRT,293.07,64.96,D
-26.50031,-64.58094,324.93,1.78,1.31,2025-08-01,1900,Aqua,MODIS,82,6.1NRT,298.03,40.89,D
-26.50219,-64.59842,313.06,1.79,1.31,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,297.82,15.89,D
-25.70832,-58.49812,308.67,1.01,1,2025-08-01,1900,Aqua,MODIS,56,6.1NRT,294.86,5.09,D
-26.15343,-61.70964,324.51,1.18,1.08,2025-08-01,1900,Aqua,MODIS,49,6.1NRT,289.43,18.58,D
-26.1549,-61.72118,409.68,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,297.69,391.43,D
-26.15636,-61.73273,402.69,1.18,1.08,2025-08-01,1900,Aqua,MODIS,100,6.1NRT,301.68,330.8,D
-26.15783,-61.7443,334.21,1.18,1.08,2025-08-01,1900,Aqua,MODIS,87,6.1NRT,292.97,34.27,D
-25.54727,-58.90704,312.52,1,1,2025-08-01,1900,Aqua,MODIS,64,6.1NRT,299.98,6.69,D
-25.34096,-57.96385,315.02,1.03,1.02,2025-08-01,1900,Aqua,MODIS,70,6.1NRT,298.94,10.04,D
-25.34251,-57.97387,311.49,1.03,1.02,2025-08-01,1900,Aqua,MODIS,64,6.1NRT,298.78,7.04,D
-26.20917,-65.27433,315.5,1.98,1.37,2025-08-01,1900,Aqua,MODIS,55,6.1NRT,299.71,18.65,D
-26.21116,-65.29353,327.86,1.98,1.37,2025-08-01,1900,Aqua,MODIS,84,6.1NRT,303.49,51.93,D
-26.19898,-65.29504,316.09,1.98,1.37,2025-08-01,1900,Aqua,MODIS,56,6.1NRT,304.9,17.9,D
-25.43483,-60.04904,307.59,1.02,1.01,2025-08-01,1900,Aqua,MODIS,30,6.1NRT,293.61,3.77,D
-25.29635,-59.46004,319.38,1,1,2025-08-01,1900,Aqua,MODIS,74,6.1NRT,301.55,11.7,D
-25.08919,-58.49434,325.25,1.01,1.01,2025-08-01,1900,Aqua,MODIS,80,6.1NRT,300.87,16.98,D
-25.09067,-58.50415,317.51,1.01,1.01,2025-08-01,1900,Aqua,MODIS,68,6.1NRT,300.66,9.26,D
-25.08032,-58.49599,340.26,1.01,1.01,2025-08-01,1900,Aqua,MODIS,91,6.1NRT,301.16,36.76,D
-25.0818,-58.50579,326.84,1.01,1.01,2025-08-01,1900,Aqua,MODIS,62,6.1NRT,301.28,17.54,D
-25.07146,-58.49763,338.66,1.01,1.01,2025-08-01,1900,Aqua,MODIS,90,6.1NRT,301.74,33.76,D
-25.06259,-58.49928,323.59,1.01,1.01,2025-08-01,1900,Aqua,MODIS,55,6.1NRT,301.47,13.74,D
-25.04783,-58.52216,319.39,1.01,1.01,2025-08-01,1900,Aqua,MODIS,21,6.1NRT,301.62,9.45,D
-25.04931,-58.53195,313.13,1.01,1.01,2025-08-01,1900,Aqua,MODIS,64,6.1NRT,301.08,5.5,D
-25.02631,-58.51259,314.71,1.01,1.01,2025-08-01,1900,Aqua,MODIS,63,6.1NRT,301.76,7.48,D
-25.45541,-63.32119,357.17,1.42,1.18,2025-08-01,1900,Aqua,MODIS,98,6.1NRT,311.33,116.51,D
-25.45706,-63.33503,326.81,1.42,1.18,2025-08-01,1900,Aqua,MODIS,80,6.1NRT,309.2,25.67,D
-24.86761,-59.36729,345.64,1,1,2025-08-01,1900,Aqua,MODIS,93,6.1NRT,301.55,47.24,D
-24.86903,-59.37696,332.28,1,1,2025-08-01,1900,Aqua,MODIS,85,6.1NRT,301.19,25.59,D
-24.84396,-59.39134,316.3,1,1,2025-08-01,1900,Aqua,MODIS,68,6.1NRT,300.33,7.83,D
-24.52222,-59.78013,314.84,1,1,2025-08-01,1902,Aqua,MODIS,65,6.1NRT,302.15,6.14,D
-25.11408,-64.41118,373.1,1.66,1.27,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,312.52,241.36,D
-25.11589,-64.42734,450.39,1.66,1.27,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,333.35,1483.14,D
-25.12714,-64.42596,322.52,1.66,1.27,2025-08-01,1902,Aqua,MODIS,77,6.1NRT,306.38,20.15,D
-25.11769,-64.44343,407.61,1.67,1.27,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,320.49,613.32,D
-25.10285,-64.41262,347.9,1.66,1.27,2025-08-01,1902,Aqua,MODIS,94,6.1NRT,310.28,95.79,D
-25.10464,-64.42866,410.26,1.66,1.27,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,320.69,648.22,D
-25.10644,-64.44487,380.99,1.67,1.27,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,315.34,307.9,D
-25.06747,-64.40127,339.19,1.65,1.26,2025-08-01,1902,Aqua,MODIS,90,6.1NRT,307.99,63.61,D
-24.49492,-59.92076,322.49,1.01,1,2025-08-01,1902,Aqua,MODIS,77,6.1NRT,302.5,13.88,D
-24.49631,-59.93048,328.31,1.01,1,2025-08-01,1902,Aqua,MODIS,82,6.1NRT,303.07,20.72,D
-25.01844,-63.99018,324.72,1.55,1.23,2025-08-01,1902,Aqua,MODIS,79,6.1NRT,308.14,23.7,D
-25.06555,-64.39223,326.35,1.65,1.26,2025-08-01,1902,Aqua,MODIS,81,6.1NRT,307.56,29.02,D
-25.0674,-64.40823,328.08,1.65,1.26,2025-08-01,1902,Aqua,MODIS,82,6.1NRT,308.03,33.49,D
-24.53553,-60.73297,309.91,1.04,1.02,2025-08-01,1902,Aqua,MODIS,57,6.1NRT,294.55,5.13,D
-24.38667,-59.99487,315.47,1.01,1,2025-08-01,1902,Aqua,MODIS,66,6.1NRT,303.58,6.51,D
-24.3587,-59.98972,317.93,1.01,1,2025-08-01,1902,Aqua,MODIS,71,6.1NRT,303.75,8.48,D
-24.96783,-64.84331,333.19,1.77,1.3,2025-08-01,1902,Aqua,MODIS,86,6.1NRT,304.45,62,D
-24.96974,-64.86082,336.39,1.78,1.31,2025-08-01,1902,Aqua,MODIS,88,6.1NRT,305.99,72.02,D
-24.92961,-65.45682,326.8,1.96,1.37,2025-08-01,1902,Aqua,MODIS,82,6.1NRT,303.84,47.36,D
-24.92341,-65.44431,318.43,1.95,1.36,2025-08-01,1902,Aqua,MODIS,73,6.1NRT,305.45,22.97,D
-24.92535,-65.46196,321.27,1.96,1.37,2025-08-01,1902,Aqua,MODIS,77,6.1NRT,303.45,30.72,D
-24.8872,-65.44891,350.72,1.95,1.36,2025-08-01,1902,Aqua,MODIS,96,6.1NRT,304.84,149.58,D
-24.88922,-65.46764,340.34,1.96,1.37,2025-08-01,1902,Aqua,MODIS,91,6.1NRT,304.9,97.49,D
-24.84507,-65.3974,313.93,1.93,1.36,2025-08-01,1902,Aqua,MODIS,26,6.1NRT,301.44,13.83,D
-24.83108,-65.38013,320.39,1.93,1.36,2025-08-01,1902,Aqua,MODIS,69,6.1NRT,302.22,29.32,D
-24.83305,-65.39893,339.03,1.93,1.36,2025-08-01,1902,Aqua,MODIS,90,6.1NRT,302.4,91.11,D
-24.82546,-65.38808,331.65,1.93,1.36,2025-08-01,1902,Aqua,MODIS,85,6.1NRT,302.73,62.07,D
-24.82753,-65.4067,325.93,1.93,1.36,2025-08-01,1902,Aqua,MODIS,81,6.1NRT,301.86,42.85,D
-24.61838,-65.09267,321.19,1.82,1.32,2025-08-01,1902,Aqua,MODIS,77,6.1NRT,309.1,21.39,D
-24.36125,-65.24924,320.34,1.86,1.33,2025-08-01,1902,Aqua,MODIS,73,6.1NRT,305.72,25.3,D
-24.36314,-65.26686,317.82,1.86,1.33,2025-08-01,1902,Aqua,MODIS,52,6.1NRT,305.13,20.26,D
-24.29818,-65.17358,339.07,1.83,1.32,2025-08-01,1902,Aqua,MODIS,90,6.1NRT,305.62,81.42,D
-24.3001,-65.19097,346.32,1.83,1.33,2025-08-01,1902,Aqua,MODIS,94,6.1NRT,305.5,111.68,D
-24.28646,-65.17504,371.03,1.83,1.32,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,309.42,267.75,D
-24.28836,-65.19244,399.63,1.83,1.33,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,317.01,585.69,D
-24.27663,-65.19399,348.1,1.83,1.33,2025-08-01,1902,Aqua,MODIS,55,6.1NRT,308,113.66,D
-24.28042,-65.2289,372.45,1.85,1.33,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,296.97,275.32,D
-24.28231,-65.24638,387.9,1.85,1.33,2025-08-01,1902,Aqua,MODIS,100,6.1NRT,308.79,437.15,D
-24.26489,-65.19544,354.43,1.83,1.33,2025-08-01,1902,Aqua,MODIS,85,6.1NRT,306.44,147.77,D
-24.27052,-65.24783,334.26,1.85,1.33,2025-08-01,1902,Aqua,MODIS,81,6.1NRT,293.18,59.9,D
-23.74932,-61.17207,327.66,1.06,1.03,2025-08-01,1902,Aqua,MODIS,74,6.1NRT,296.48,22.11,D
-23.72974,-61.16483,322.06,1.06,1.03,2025-08-01,1902,Aqua,MODIS,76,6.1NRT,297.68,16.19,D
-24.15598,-64.72334,318.39,1.69,1.28,2025-08-01,1902,Aqua,MODIS,61,6.1NRT,307.98,16.43,D
-29.50078,-62.07243,328.11,3.92,1.84,2025-08-02,0102,Terra,MODIS,100,6.1NRT,283.34,200.77,N
-29.54188,-62.03595,302.19,3.9,1.84,2025-08-02,0102,Terra,MODIS,43,6.1NRT,282.26,51.22,N
-29.51139,-62.07831,323.7,3.92,1.84,2025-08-02,0102,Terra,MODIS,67,6.1NRT,283.18,160.62,N
-29.49486,-62.07954,309.39,3.92,1.84,2025-08-02,0102,Terra,MODIS,77,6.1NRT,281.89,82.17,N
-29.07614,-57.81703,301.93,1.95,1.36,2025-08-02,0102,Terra,MODIS,45,6.1NRT,285.79,17.53,N
-28.89855,-56.46067,300.14,1.57,1.23,2025-08-02,0102,Terra,MODIS,19,6.1NRT,289.47,8.89,N
-28.89756,-56.46708,301.28,1.57,1.23,2025-08-02,0102,Terra,MODIS,39,6.1NRT,289.85,9.44,N
-28.89374,-60.92477,315.54,3.21,1.7,2025-08-02,0102,Terra,MODIS,91,6.1NRT,282.66,84.9,N
-28.89606,-60.93132,310.88,3.21,1.7,2025-08-02,0102,Terra,MODIS,81,6.1NRT,281.76,67.62,N
-28.26588,-56.28883,305.79,1.5,1.21,2025-08-02,0102,Terra,MODIS,66,6.1NRT,288.93,14.12,N
-27.88343,-55.9199,302.42,1.41,1.17,2025-08-02,0102,Terra,MODIS,49,6.1NRT,292.12,7.17,N
-27.87296,-55.92141,303.68,1.41,1.17,2025-08-02,0102,Terra,MODIS,56,6.1NRT,292.08,8.35,N
-27.18426,-61.2938,302.53,3.26,1.71,2025-08-02,0102,Terra,MODIS,50,6.1NRT,287.78,32.6,N
-27.17174,-61.30206,303.01,3.26,1.71,2025-08-02,0102,Terra,MODIS,53,6.1NRT,287.84,32.69,N
-26.04215,-53.89853,300.36,1.07,1.03,2025-08-02,0102,Terra,MODIS,26,6.1NRT,286.37,4.83,N
-25.04755,-58.5277,305.48,1.93,1.36,2025-08-02,0102,Terra,MODIS,64,6.1NRT,281.49,19.51,N
-25.04941,-58.54663,303.55,1.94,1.36,2025-08-02,0102,Terra,MODIS,56,6.1NRT,281.36,16.31,N
-28.00545,-59.14784,301.84,2.38,1.49,2025-08-02,0557,Aqua,MODIS,42,6.1NRT,289.86,21.05,N
-24.17126,-60.20019,313.35,2.61,1.55,2025-08-02,1336,Terra,MODIS,72,6.1NRT,295.36,30.72,D
-24.17383,-60.24437,312.29,2.58,1.54,2025-08-02,1336,Terra,MODIS,40,6.1NRT,295.58,23.36,D
-24.17624,-60.21937,336.06,2.6,1.55,2025-08-02,1336,Terra,MODIS,90,6.1NRT,296.63,129.37,D
-24.16903,-60.22531,334.23,2.6,1.55,2025-08-02,1336,Terra,MODIS,89,6.1NRT,296.27,121.73,D
-24.23722,-65.04906,302.74,1.22,1.1,2025-08-02,1336,Terra,MODIS,48,6.1NRT,287.52,6.6,D
-25.01581,-63.9858,301.1,1.44,1.19,2025-08-02,1336,Terra,MODIS,44,6.1NRT,281.48,6.1,D
-25.1059,-64.42455,313.38,1.35,1.15,2025-08-02,1336,Terra,MODIS,74,6.1NRT,293.73,17.65,D
-27.93476,-61.51516,302.8,2.33,1.48,2025-08-02,1338,Terra,MODIS,54,6.1NRT,275.42,19.58,D
-27.93755,-61.50993,311.23,2.33,1.48,2025-08-02,1338,Terra,MODIS,71,6.1NRT,275.62,37.99,D
-27.9479,-61.51658,308.23,2.33,1.48,2025-08-02,1338,Terra,MODIS,67,6.1NRT,276.1,31.6,D
-29.50232,-62.09007,317.94,2.22,1.44,2025-08-02,1338,Terra,MODIS,78,6.1NRT,283.94,51.34,D
-29.50436,-62.06749,325.85,2.23,1.45,2025-08-02,1338,Terra,MODIS,79,6.1NRT,285.02,77.57,D
-29.51726,-62.06888,327.36,2.23,1.45,2025-08-02,1338,Terra,MODIS,80,6.1NRT,284.02,80.53,D
-29.50335,-62.07312,325.32,2.23,1.45,2025-08-02,1338,Terra,MODIS,78,6.1NRT,285.05,72.65,D
-29.51624,-62.07454,334.6,2.23,1.45,2025-08-02,1338,Terra,MODIS,84,6.1NRT,284.3,110.27,D
-29.52913,-62.07596,300.31,2.23,1.45,2025-08-02,1338,Terra,MODIS,22,6.1NRT,283.52,13.46,D
-26.05525,-53.85249,312.44,3.55,1.77,2025-08-02,1802,Aqua,MODIS,72,6.1NRT,292.09,50.78,D
-26.05803,-53.88752,319.54,3.57,1.77,2025-08-02,1802,Aqua,MODIS,79,6.1NRT,293.64,89.52,D
-26.06114,-53.8557,314.93,3.55,1.77,2025-08-02,1802,Aqua,MODIS,66,6.1NRT,291.91,57.07,D
-26.06419,-53.89091,316.42,3.57,1.77,2025-08-02,1802,Aqua,MODIS,71,6.1NRT,293.39,65.06,D
-31.49536,-62.41341,305.09,1.49,1.21,2025-08-02,1936,Aqua,MODIS,61,6.1NRT,291.17,9.37,D
-34.60846,-59.20712,348.32,2.02,1.38,2025-08-02,1936,Aqua,MODIS,95,6.1NRT,290.9,166.27,D
-31.69856,-68.5078,308.97,1.03,1.02,2025-08-02,1936,Aqua,MODIS,67,6.1NRT,293.99,7.48,D
-31.74825,-68.39981,306.28,1.03,1.01,2025-08-02,1936,Aqua,MODIS,62,6.1NRT,295.28,5.06,D
-31.61926,-60.52797,303.02,1.95,1.36,2025-08-02,1936,Aqua,MODIS,0,6.1NRT,289.07,13.99,D
-31.52487,-62.45354,308.99,1.48,1.2,2025-08-02,1936,Aqua,MODIS,68,6.1NRT,292.11,14.06,D
-31.74678,-68.38916,314.39,1.03,1.01,2025-08-02,1936,Aqua,MODIS,74,6.1NRT,294.78,11.21,D
-24.47134,-64.02117,315.52,1.62,1.25,2025-08-02,1938,Aqua,MODIS,74,6.1NRT,296.11,18.5,D
-26.65884,-61.08088,313.23,2.33,1.48,2025-08-02,1938,Aqua,MODIS,72,6.1NRT,295.58,28.37,D
-26.64951,-61.08842,315.24,2.33,1.48,2025-08-02,1938,Aqua,MODIS,74,6.1NRT,295.65,33.31,D
-26.33985,-60.81392,314.04,2.48,1.52,2025-08-02,1938,Aqua,MODIS,71,6.1NRT,291.09,37.25,D
-26.34473,-60.83779,313.07,2.47,1.51,2025-08-02,1938,Aqua,MODIS,67,6.1NRT,294.78,33.08,D
-26.1642,-61.72605,309.73,2.15,1.43,2025-08-02,1938,Aqua,MODIS,64,6.1NRT,297.09,16.15,D
-26.05671,-61.25259,310.57,2.34,1.48,2025-08-02,1938,Aqua,MODIS,66,6.1NRT,293.74,24.08,D
-25.46589,-63.3033,317.69,1.73,1.29,2025-08-02,1938,Aqua,MODIS,75,6.1NRT,299.35,24.83,D
-25.46894,-63.31997,329.78,1.73,1.29,2025-08-02,1938,Aqua,MODIS,85,6.1NRT,300.8,53.63,D
